name,active_from,active_to,career_length,birth_date,position,trad_position,ppg,trb,ast,fgp,per,ws,height_inches,weight,shooting_hand,hof,college,hs_name,hs_city,hs_state,url
Derrick Dial,1999,2004,5,1975-12-20,Shooting Guard,Guard,3.1,1.6,0.8,37.2,12.2,0.6,76.0,184.0,Right,0.0,Eastern Michigan University,Cass Technical ,Detroit,Michigan,/players/d/dialde01.html
Cheick Diallo,2016,2019,3,1996-09-13,Power Forward,Forward,5.5,4.6,0.4,58.5,17.3,5.0,81.0,220.0,Right,0.0,University of Kansas,New American ,Centereach,New York,/players/d/diallch01.html
Hamidou Diallo,2018,2019,1,1998-07-31,Shooting Guard,Guard,3.7,1.9,0.3,45.5,10.1,0.8,77.0,198.0,Right,0.0,University of Kentucky,Putnam Science Academy ,Putnam,Connecticut,/players/d/diallha01.html
Boris Diaw,2003,2017,14,1982-04-16,Shooting Guard,Guard,8.6,4.4,3.5,49.3,12.9,51.6,80.0,250.0,Right,0.0,,,,,/players/d/diawbo01.html
Yakhouba Diawara,2006,2010,4,1982-08-29,Small Forward,Forward,3.5,1.4,0.7,35.7,6.1,1.7,79.0,225.0,Right,0.0,Pepperdine University,Tremblay En France ,Paris,France,/players/d/diawaya01.html
Guillermo Diaz,2007,2008,1,1985-03-04,Shooting Guard,Guard,0.8,0.3,0.2,25.0,9.9,0.0,74.0,192.0,Right,0.0,University of Miami,Miami Christian School ,Miami,Florida,/players/d/diazgu01.html
Dan Dickau,2002,2008,6,1978-09-16,Point Guard,Guard,5.8,1.4,2.5,40.1,12.9,5.9,72.0,190.0,Right,0.0,"University of Washington, Gonzaga University",Prairie ,Vancouver,Washington,/players/d/dickada01.html
Kaniel Dickens,2003,2008,5,1978-07-21,Power Forward,Forward,1.2,0.6,0.1,40.0,9.0,0.1,80.0,215.0,Right,0.0,"Tyler Junior College, University of Idaho",East ,Denver,Colorado,/players/d/dickeka01.html
Henry Dickerson,1975,1977,2,1951-11-27,Shooting Guard,Guard,2.0,0.2,0.8,36.6,6.0,-0.2,76.0,190.0,Right,0.0,University of Charleston,,,,/players/d/dickehe01.html
Michael Dickerson,1998,2003,5,1975-06-25,Shooting Guard,Guard,15.4,2.9,2.6,43.2,13.4,9.6,77.0,190.0,Right,0.0,University of Arizona,Federal Way ,Seattle,Washington,/players/d/dickemi01.html
Clyde Dickey,1974,1975,1,1951-12-14,Shooting Guard,Guard,2.8,1.1,0.8,35.0,5.5,-0.8,75.0,185.0,Right,0.0,Boise State University,,,,/players/d/dickecl01.html
Derrek Dickey,1973,1978,5,1951-03-20,Power Forward,Forward,6.1,4.9,1.1,47.0,13.2,11.1,79.0,218.0,Right,0.0,University of Cincinnati,Purcell ,Cincinnati,Ohio,/players/d/dickede01.html
Dick Dickey,1951,1952,1,1926-10-26,Point Guard,Guard,2.8,1.8,1.1,29.4,9.6,0.3,73.0,175.0,Right,0.0,North Carolina State University,Pendleton ,Pendleton,Indiana,/players/d/dickedi01.html
John Dickson,1967,1968,1,1945-11-18,Center,Center,1.7,1.6,0.1,35.9,8.2,0.0,82.0,240.0,Right,0.0,Arkansas State University,Jonesboro ,Jonesboro,Arkansas,/players/d/dicksjo01.html
Travis Diener,2005,2010,5,1982-03-01,Point Guard,Guard,4.8,1.4,2.4,38.8,12.5,5.6,73.0,175.0,Right,0.0,Marquette University,Goodrich ,Fond du Lac,Wisconsin,/players/d/dienetr01.html
Gorgui Dieng,2013,2019,6,1990-01-18,Center,Center,8.0,6.2,1.4,50.5,16.1,24.4,83.0,252.0,Right,0.0,University of Louisville,Huntington St. Joseph Prep ,Huntington,West Virginia,/players/d/dienggo01.html
Connie Dierking,1958,1971,13,1936-10-02,Center,Center,10.0,6.7,1.5,41.7,13.4,13.3,81.0,222.0,Right,0.0,University of Cincinnati,Central ,Valley Stream,New York,/players/d/dierkco01.html
Coby Dietrick,1970,1983,13,1948-07-23,Center,Center,6.1,4.5,2.1,46.2,12.6,27.7,82.0,220.0,Right,0.0,San Jose State University,Riverside Polytech ,Riverside,California,/players/d/dietrco01.html
Ernie DiGregorio,1973,1978,5,1951-01-15,Point Guard,Guard,9.6,2.0,5.1,41.5,12.2,2.5,72.0,180.0,Right,0.0,Providence College,North Providence ,North Providence,Rhode Island,/players/d/digreer01.html
Craig Dill,1967,1968,1,1944-12-17,Center,Center,6.8,5.8,0.5,38.3,9.6,0.4,83.0,215.0,Right,0.0,University of Michigan,Arthur Hill ,Saginaw,Michigan,/players/d/dillcr01.html
Dwaine Dillard,1975,1976,1,1949-03-09,Small Forward,Forward,1.3,3.0,0.7,33.3,7.2,0.0,78.0,230.0,Right,0.0,Eastern Michigan University,Omaha Central ,Omaha,Nebraska,/players/d/dilladw01.html
Mickey Dillard,1981,1982,1,1958-10-15,Point Guard,Guard,2.2,0.5,1.0,36.7,7.0,-0.2,75.0,170.0,Right,0.0,Florida State University,Nova ,Fort Lauderdale,Florida,/players/d/dillami01.html
Bob Dille,1946,1947,1,1917-07-02,Small Forward,Forward,5.2,,0.7,19.7,,-0.9,75.0,190.0,Right,0.0,Valparaiso University,Chesterton ,Chesterton,Indiana,/players/d/dillebo01.html
Hook Dillon,1949,1950,1,1924-01-08,Small Forward,Forward,1.6,,0.2,18.2,,-0.4,75.0,180.0,Right,0.0,University of North Carolina,Benedictine Military Academy ,Savannah,Georgia,/players/d/dilloho01.html
Byron Dinkins,1989,1991,2,1967-06-15,Point Guard,Guard,3.4,1.2,2.1,40.6,9.1,0.3,73.0,170.0,Right,0.0,University of North Carolina at Charlotte,East Mecklenburg ,Charlotte,North Carolina,/players/d/dinkiby01.html
Jackie Dinkins,1971,1972,1,1950-01-22,Small Forward,Forward,2.5,1.1,0.4,41.5,13.7,0.1,77.0,210.0,Right,0.0,Voorhees College,,,,/players/d/dinkija01.html
Harry Dinnel,1967,1968,1,1940-10-09,Small Forward,Forward,1.7,2.1,0.5,31.6,4.5,0.0,76.0,200.0,Right,0.0,Pepperdine University,Mira Costa ,Manhattan Beach,California,/players/d/dinneha01.html
Bill Dinwiddie,1967,1972,5,1943-07-15,Power Forward,Forward,4.4,3.3,0.6,36.9,8.2,-2.2,79.0,220.0,Right,0.0,New Mexico Highlands University,Muncie Central ,Muncie,Indiana,/players/d/dinwibi01.html
Spencer Dinwiddie,2014,2019,5,1993-04-06,Point Guard,Guard,11.0,2.6,4.5,40.8,14.7,13.5,78.0,210.0,Right,0.0,University of Colorado,William Howard Taft ,Woodland Hills,California,/players/d/dinwisp01.html
Ike Diogu,2005,2012,7,1983-09-11,Power Forward,Forward,6.0,3.1,0.3,50.9,15.6,6.5,80.0,250.0,Right,0.0,Arizona State University,Garland ,Garland,Texas,/players/d/dioguik01.html
DeSagana Diop,2001,2013,12,1982-01-30,Power Forward,Forward,2.0,3.7,0.4,42.7,9.8,12.8,84.0,300.0,Right,0.0,,Oak Hill Academy ,Mouth of Wilson,Virginia,/players/d/diopde01.html
Terry Dischinger,1962,1973,11,1940-11-21,Shooting Guard,Guard,13.8,5.6,1.8,50.6,16.3,56.3,79.0,189.0,Right,0.0,Purdue University,Garfield ,Terre Haute,Indiana,/players/d/dischte01.html
Fred Diute,1954,1955,1,1929-01-09,Shooting Guard,Guard,1.6,1.9,0.6,9.5,-2.3,-0.3,75.0,210.0,Right,0.0,St. Bonaventure University,,,,/players/d/diutefr01.html
Vlade Divac,1989,2005,16,1968-02-03,Center,Center,11.8,8.2,3.1,49.5,17.7,96.4,85.0,243.0,Right,1.0,,Belgrade ,Belgrade,Serbia,/players/d/divacvl01.html
Donte DiVincenzo,2018,2019,1,1997-01-31,Shooting Guard,Guard,4.9,2.4,1.1,40.3,9.1,0.6,76.0,203.0,Right,0.0,Villanova University,Salesianum School ,Wilmington,Delaware,/players/d/divindo01.html
Juan Dixon,2002,2009,7,1978-10-09,Shooting Guard,Guard,8.4,1.9,1.8,41.3,12.8,6.1,75.0,164.0,Right,0.0,University of Maryland,Calvert ,Baltimore,Maryland,/players/d/dixonju01.html
Aleksandar Djordjevic,1996,1997,1,1967-08-26,Shooting Guard,Guard,3.1,0.6,0.6,50.0,12.5,0.1,74.0,198.0,Right,0.0,,,,,/players/d/djordal01.html
Earl Dodd,1949,1950,1,1924-11-01,Small Forward,Forward,1.7,,0.7,22.2,,-0.3,77.0,175.0,Right,0.0,Truman State University,East Alton-Wood River ,Wood River,Illinois,/players/d/doddea01.html
Michael Doleac,1998,2008,10,1977-06-15,Center,Center,4.9,3.3,0.6,43.9,10.8,12.7,83.0,262.0,Right,0.0,University of Utah,Central Catholic ,Portland,Oregon,/players/d/doleami01.html
Joe Dolhon,1949,1951,2,1927-07-09,Point Guard,Guard,6.4,1.4,2.3,31.1,,3.1,72.0,175.0,Right,0.0,New York University,Saunders ,Yonkers,New York,/players/d/dolhojo01.html
Bob Doll,1946,1950,4,1919-08-10,Power Forward,Forward,8.4,,1.4,28.6,,10.2,77.0,195.0,Right,0.0,University of Colorado,,,,/players/d/dollbo01.html
James Donaldson,1980,1995,15,1957-08-16,Center,Center,8.6,7.8,0.8,57.1,13.8,62.3,86.0,275.0,Left,0.0,Washington State University,Luther Burbank ,Sacramento,California,/players/d/donalja01.html
Luka Doncic,2018,2019,1,1999-02-28,Shooting Guard,Guard,21.2,7.8,6.0,42.7,19.6,4.9,79.0,218.0,Right,0.0,,,,,/players/d/doncilu01.html
Bob Donham,1950,1954,4,1926-10-11,Shooting Guard,Guard,6.7,3.9,2.6,48.0,14.1,18.0,74.0,190.0,Right,0.0,Ohio State University,Clark ,Hammond,Indiana,/players/d/donhabo01.html
Billy Donovan,1987,1988,1,1965-05-30,Point Guard,Guard,2.4,0.6,2.0,40.4,8.7,-0.1,71.0,171.0,Right,0.0,Providence College,Saint Agnes ,Rockville Centre,New York,/players/d/donovbi01.html
Harry Donovan,1949,1950,1,1926-09-10,Point Guard,Guard,5.6,,0.8,32.7,,1.0,74.0,180.0,Right,0.0,Muhlenberg College,Union Hill ,Union Hill,New Jersey,/players/d/donovha01.html
Keyon Dooling,2000,2013,13,1980-05-08,Shooting Guard,Guard,7.0,1.3,2.2,41.6,11.5,18.5,75.0,196.0,Right,0.0,University of Missouri,Dillard ,Fort Lauderdale,Florida,/players/d/doolike01.html
Jacky Dorsey,1977,1981,4,1954-12-18,Small Forward,Forward,2.4,2.4,0.3,38.9,8.4,0.3,79.0,230.0,Right,0.0,University of Georgia,Archer ,Atlanta,Georgia,/players/d/dorseja01.html
Joey Dorsey,2008,2015,7,1983-12-16,Power Forward,Forward,2.6,3.9,0.4,53.4,12.1,2.9,80.0,268.0,Right,0.0,University of Memphis,Laurinburg Institute ,Laurinburg,North Carolina,/players/d/dorsejo01.html
Ron Dorsey,1971,1972,1,1948-10-10,Small Forward,Forward,4.0,5.0,0.0,25.0,-3.0,-0.1,76.0,200.0,Right,0.0,Tennessee State University,,,,/players/d/dorsero01.html
Tyler Dorsey,2017,2019,2,1996-02-18,Shooting Guard,Guard,6.7,2.3,1.3,38.9,10.5,1.0,77.0,183.0,Right,0.0,University of Oregon,Maranatha ,Los Angeles,California,/players/d/dorsety01.html
Damyean Dotson,2017,2019,2,1994-05-06,Shooting Guard,Guard,8.2,3.0,1.4,42.1,10.9,2.1,78.0,210.0,Right,0.0,"University of Oregon, University of Houston",Jack Yates ,Houston,Texas,/players/d/dotsoda01.html
Quincy Douby,2006,2009,3,1984-05-16,Point Guard,Guard,4.1,1.1,0.7,38.9,9.7,0.0,75.0,175.0,Right,0.0,Rutgers University,St. Thomas Moore School ,Oakdale,Connecticut,/players/d/doubyqu01.html
Bruce Douglas,1986,1987,1,1964-04-09,Shooting Guard,Guard,1.8,1.8,2.1,29.2,5.7,-0.2,75.0,195.0,Right,0.0,University of Illinois at Urbana-Champaign,Quincy ,Quincy,Illinois,/players/d/douglbr01.html
John Douglas,1981,1983,2,1956-06-12,Shooting Guard,Guard,6.7,1.4,2.2,46.1,12.0,0.5,74.0,170.0,Right,0.0,University of Kansas,Colbert County ,Leighton,Alabama,/players/d/dougljo01.html
Leon Douglas,1976,1983,7,1954-08-26,Center,Center,7.9,6.5,1.1,49.5,11.9,15.2,82.0,230.0,Right,0.0,University of Alabama,Colbert County ,Leighton,Alabama,/players/d/douglle01.html
Sherman Douglas,1989,2001,12,1966-09-15,Point Guard,Guard,11.0,2.2,5.9,48.4,15.1,32.9,72.0,180.0,Right,0.0,Syracuse University,Spingarn ,Washington,District of Columbia,/players/d/douglsh01.html
Toney Douglas,2009,2017,8,1986-03-16,Shooting Guard,Guard,7.6,2.2,2.3,40.4,13.2,12.1,74.0,195.0,Right,0.0,"Auburn University, Florida State University",Jonesboro ,Jonesboro,Georgia,/players/d/douglto01.html
Chris Douglas-Roberts,2008,2015,7,1987-01-08,Shooting Guard,Guard,7.1,2.1,1.1,43.9,11.5,5.4,79.0,200.0,Right,0.0,University of Memphis,Cass Technical ,Detroit,Michigan,/players/d/douglch01.html
Sonny Dove,1967,1972,5,1945-08-16,Power Forward,Forward,11.1,6.0,1.0,45.7,14.0,7.2,79.0,198.0,Right,0.0,St. John's University,Saint Francis Preparatory School ,Brooklyn,New York,/players/d/doveso01.html
Jerry Dover,1971,1972,1,1949-10-16,Point Guard,Guard,2.0,0.0,0.3,33.3,10.1,0.0,67.0,155.0,Right,0.0,LeMoyne-Owen College,Melrose ,Memphis,Tennessee,/players/d/doverje01.html
Zabian Dowdell,2010,2011,1,1984-09-10,Point Guard,Guard,5.0,0.8,2.1,40.8,11.7,-0.1,75.0,191.0,Right,0.0,Virginia Polytechnic Institute and State University,Pahokee ,Pahokee,Florida,/players/d/dowdeza01.html
Bill Downey,1947,1948,1,1923-11-11,Center,Center,0.0,,0.0,0.0,,-0.1,78.0,210.0,Right,0.0,Marquette University,,,,/players/d/downebi01.html
Steve Downing,1973,1975,2,1950-09-09,Center,Center,2.4,1.5,0.4,31.8,9.2,-0.2,80.0,225.0,Right,0.0,Indiana University,Washington ,Indianapolis,Indiana,/players/d/downist01.html
Danny Doyle,1962,1963,1,1940-02-06,Power Forward,Forward,4.0,2.0,0.8,50.0,22.2,0.1,80.0,200.0,Right,0.0,Belmont Abbey College,William Cullen Bryant ,Long Island City,New York,/players/d/doyleda01.html
Milton Doyle,2017,2018,1,1993-10-31,Shooting Guard,Guard,3.4,1.8,1.0,27.7,5.2,-0.1,76.0,185.0,Right,0.0,Loyola University of Chicago,Marshall ,Chicago,Illinois,/players/d/doylemi01.html
PJ Dozier,2017,2019,2,1996-10-25,Shooting Guard,Guard,2.6,2.3,0.6,39.1,14.8,0.1,78.0,205.0,Right,0.0,University of South Carolina,Spring Valley ,Columbia,South Carolina,/players/d/doziepj01.html
Terry Dozier,1989,1990,1,1966-06-29,Small Forward,Forward,2.4,1.7,0.3,33.3,5.1,-0.2,81.0,210.0,Right,0.0,University of South Carolina,Paul Laurence Dunbar ,Baltimore,Maryland,/players/d/doziete01.html
Goran Dragic,2008,2019,11,1986-05-06,Shooting Guard,Guard,13.7,3.1,4.8,46.6,17.1,51.0,75.0,190.0,Left,0.0,,,,,/players/d/dragigo01.html
Zoran Dragic,2014,2015,1,1989-06-22,Shooting Guard,Guard,1.8,0.5,0.3,36.7,8.2,-0.1,77.0,200.0,Left,0.0,,,,,/players/d/dragizo01.html
Greg Dreiling,1986,1997,11,1962-11-07,Center,Center,2.1,2.1,0.4,46.7,7.4,4.0,85.0,250.0,Right,0.0,"Wichita State University, University of Kansas",Kapaun Mt. Carmel ,Wichita,Kansas,/players/d/dreilgr01.html
Bryce Drew,1998,2004,6,1974-09-21,Point Guard,Guard,4.4,1.2,2.2,38.2,9.6,2.4,74.0,185.0,Right,0.0,Valparaiso University,Valparaiso ,Valparaiso,Indiana,/players/d/drewbr01.html
John Drew,1974,1985,11,1954-09-30,Power Forward,Forward,20.7,6.9,1.7,47.0,20.7,68.9,78.0,205.0,Right,0.0,Gardner-Webb University,J.F. Shields ,Beatrice,Alabama,/players/d/drewjo01.html
Larry Drew,1980,1991,11,1958-04-02,Point Guard,Guard,11.4,1.8,5.2,46.7,14.0,24.4,73.0,170.0,Right,0.0,University of Missouri,Wyandotte ,Kansas City,Kansas,/players/d/drewla01.html
Larry Drew,2014,2018,4,1990-03-05,Point Guard,Guard,2.9,0.8,2.5,32.9,4.1,-0.5,74.0,180.0,Right,0.0,"University of North Carolina, University of California, Los Angeles",Taft ,Woodland Hills,California,/players/d/drewla02.html
Clyde Drexler,1983,1998,15,1962-06-22,Shooting Guard,Guard,20.4,6.1,5.6,47.2,21.1,135.6,79.0,210.0,Right,1.0,University of Houston,Sterling ,Houston,Texas,/players/d/drexlcl01.html
Nate Driggers,1996,1997,1,1973-10-12,Shooting Guard,Guard,2.4,1.5,0.4,30.2,6.8,-0.2,77.0,215.0,Right,0.0,University of Montevallo,Corliss ,Chicago,Illinois,/players/d/driggna01.html
Terry Driscoll,1970,1975,5,1947-08-28,Power Forward,Forward,4.1,4.1,0.8,41.9,10.9,5.1,79.0,215.0,Right,0.0,Boston College,Boston College High School ,Boston,Massachusetts,/players/d/driscte01.html
Predrag Drobnjak,2001,2005,4,1975-10-27,Center,Center,7.9,3.5,0.8,42.5,12.6,5.6,83.0,270.0,Right,0.0,,,,,/players/d/drobnpr01.html
Ralph Drollinger,1980,1981,1,1954-04-20,Center,Center,2.5,3.2,2.3,50.0,5.3,-0.2,86.0,250.0,Left,0.0,"University of California, Los Angeles",Grossmont ,La Mesa,California,/players/d/drollra01.html
Andre Drummond,2012,2019,7,1993-08-10,Center,Center,14.1,13.7,1.2,54.3,22.1,56.4,83.0,279.0,Right,0.0,University of Connecticut,St. Thomas More School ,Oakdale,Connecticut,/players/d/drumman01.html
Dick Duckett,1957,1958,1,1933-03-25,Point Guard,Guard,3.9,1.6,1.4,34.2,8.0,0.2,73.0,185.0,Right,0.0,St. John's University,Saint Francis Preparatory School ,Brooklyn,New York,/players/d/duckedi01.html
Kevin Duckworth,1986,1997,11,1964-04-01,Center,Center,11.8,5.8,0.9,46.8,11.9,24.7,84.0,275.0,Right,0.0,Eastern Illinois University,Thornridge ,Dolton,Illinois,/players/d/duckwke01.html
Charles Dudley,1972,1979,7,1950-03-05,Point Guard,Guard,5.3,3.0,3.4,49.7,14.0,14.0,74.0,180.0,Right,0.0,University of Washington,John Harris ,Harrisburg,Pennsylvania,/players/d/dudlech01.html
Chris Dudley,1987,2003,16,1965-02-22,Center,Center,3.9,6.2,0.4,41.2,10.7,26.2,83.0,235.0,Right,0.0,Yale University,Torrey Pines ,Encinitas,California,/players/d/dudlech02.html
Jared Dudley,2007,2019,12,1985-07-10,Small Forward,Forward,7.7,3.3,1.6,46.5,12.7,42.1,79.0,237.0,Right,0.0,Boston College,Horizon ,San Diego,California,/players/d/dudleja01.html
Terry Duerod,1979,1983,4,1956-07-29,Shooting Guard,Guard,6.7,1.1,1.2,46.2,12.1,1.0,74.0,180.0,Right,0.0,University of Detroit Mercy,Highland Park ,Highland Park,Michigan,/players/d/duerote01.html
Bob Duffy,1946,1947,1,1922-07-05,Small Forward,Forward,1.1,,0.0,21.9,,0.0,76.0,175.0,Right,0.0,Tulane University,,,,/players/d/duffybo01.html
Bob Duffy,1962,1965,3,1940-09-26,Point Guard,Guard,4.3,1.1,1.8,39.6,10.8,0.5,75.0,185.0,Right,0.0,Colgate University,John Jay ,Katonah,New York,/players/d/duffybo02.html
Chris Duhon,2004,2013,9,1982-08-31,Point Guard,Guard,6.5,2.3,4.4,39.3,10.8,25.0,73.0,185.0,Right,0.0,Duke University,Salmen ,Slidell,Louisiana,/players/d/duhonch01.html
Duje Dukan,2015,2016,1,1991-12-04,Small Forward,Forward,6.0,4.0,1.0,20.0,4.2,0.0,81.0,220.0,Right,0.0,University of Wisconsin,Deerfield ,Deerfield,Illinois,/players/d/dukandu01.html
Walter Dukes,1955,1963,8,1930-06-23,Center,Center,10.4,11.3,1.1,36.9,14.4,24.0,84.0,220.0,Right,0.0,Seton Hall University,East ,Rochester,New York,/players/d/dukeswa01.html
Joe Dumars,1985,1999,14,1963-05-24,Point Guard,Guard,16.1,2.2,4.5,46.0,15.3,86.2,75.0,190.0,Right,1.0,McNeese State University,Natchitoches Central ,Natchitoches,Louisiana,/players/d/dumarjo01.html
Rich Dumas,1968,1969,1,,Point Guard,Guard,2.0,1.0,0.0,20.0,-19.4,-0.1,75.0,170.0,Right,0.0,Northeastern State University,Sumner ,Kansas City,Kansas,/players/d/dumasri01.html
Richard Dumas,1992,1996,4,1969-05-19,Small Forward,Forward,10.6,3.4,1.1,50.9,15.9,4.5,79.0,200.0,Right,0.0,Oklahoma State University,Booker T. Washington ,Tulsa,Oklahoma,/players/d/dumasri02.html
Tony Dumas,1994,1998,4,1972-08-25,Shooting Guard,Guard,7.3,1.3,1.2,40.4,12.0,1.3,78.0,190.0,Right,0.0,University of Missouri-Kansas City,Millington ,Millington,Tennessee,/players/d/dumasto01.html
Andy Duncan,1948,1951,3,1922-04-17,Power Forward,Forward,5.5,2.1,0.7,40.8,,6.8,78.0,195.0,Right,0.0,College of William & Mary,,,,/players/d/duncaan01.html
Tim Duncan,1997,2016,19,1976-04-25,Power Forward,Forward,19.0,10.8,3.0,50.6,24.2,206.4,83.0,250.0,Right,0.0,Wake Forest University,Saint Dunstan's Episcopal ,Saint Croix,U.S. Virgin Islands,/players/d/duncati01.html
Mike Dunleavy,1976,1990,14,1954-03-21,Point Guard,Guard,8.0,1.6,3.9,46.7,14.0,16.1,75.0,180.0,Right,0.0,University of South Carolina,Nazareth Regional ,Brooklyn,New York,/players/d/dunlemi01.html
Mike Dunleavy,2002,2017,15,1980-09-15,Shooting Guard,Guard,11.2,4.3,2.2,44.1,13.9,58.5,81.0,230.0,Right,0.0,Duke University,Jesuit ,Portland,Oregon,/players/d/dunlemi02.html
Kris Dunn,2016,2019,3,1994-03-18,Point Guard,Guard,8.6,3.3,4.4,41.7,11.8,1.6,76.0,205.0,Right,0.0,Providence College,New London ,New London,Connecticut,/players/d/dunnkr01.html
Pat Dunn,1957,1958,1,1931-03-17,Shooting Guard,Guard,2.5,1.1,1.0,31.1,9.4,-0.1,74.0,170.0,Right,0.0,Utah State University,Saint Patrick ,Chicago,Illinois,/players/d/dunnpa01.html
T.R. Dunn,1977,1991,14,1955-02-01,Shooting Guard,Guard,5.1,4.4,1.6,45.7,10.4,39.8,76.0,192.0,Right,0.0,University of Alabama,West End ,Birmingham,Alabama,/players/d/dunntr01.html
Ronald Dupree,2003,2011,8,1981-01-26,Small Forward,Forward,3.5,2.2,0.6,42.7,10.2,1.9,79.0,209.0,Right,0.0,Louisiana State University,Biloxi ,Biloxi,Mississippi,/players/d/duprero01.html
Kevin Durant,2007,2019,12,1988-09-29,Shooting Guard,Guard,27.0,7.1,4.1,49.3,25.2,141.7,81.0,240.0,Right,0.0,University of Texas at Austin,Montrose Christian School ,Rockville,Maryland,/players/d/duranke01.html
John Duren,1980,1983,3,1958-10-30,Point Guard,Guard,3.5,1.1,2.0,43.5,6.9,-0.8,75.0,195.0,Right,0.0,Georgetown University,Dunbar ,Washington,District of Columbia,/players/d/durenjo01.html
Jarrett Durham,1971,1972,1,1949-08-22,Small Forward,Forward,0.0,0.0,0.0,,-52.7,0.0,77.0,188.0,Right,0.0,Duquesne University,Aliquippa ,Aliquippa,Pennsylvania,/players/d/durhaja01.html
Pat Durham,1992,1995,3,1967-03-10,Small Forward,Forward,5.0,1.7,0.9,46.9,11.4,0.7,79.0,210.0,Right,0.0,Colorado State University,Wilmer-Hutchins ,Dallas,Texas,/players/d/durhapa01.html
Devin Durrant,1984,1986,2,1960-10-20,Small Forward,Forward,5.0,2.1,1.3,41.4,8.6,-0.2,79.0,200.0,Right,0.0,Brigham Young University,Provo ,Provo,Utah,/players/d/durrade01.html
Ken Durrett,1971,1975,4,1948-12-08,Small Forward,Forward,4.0,1.9,0.5,43.4,10.7,0.6,79.0,190.0,Right,0.0,La Salle University,Schenley ,Pittsburgh,Pennsylvania,/players/d/durreke01.html
Dennis DuVal,1974,1976,2,1952-03-31,Point Guard,Guard,1.9,0.6,0.7,36.1,11.2,0.0,75.0,175.0,Right,0.0,Syracuse University,Westbury ,Westbury,New York,/players/d/duvalde01.html
Trevon Duval,2018,2019,1,1998-08-03,Point Guard,Guard,1.7,0.3,0.7,66.7,38.3,0.1,74.0,189.0,Right,0.0,Duke University,IMG Academy ,Bradenton,Florida,/players/d/duvaltr01.html
Jack Dwan,1948,1949,1,1921-05-03,Small Forward,Forward,4.6,,2.2,31.8,,1.2,76.0,200.0,Right,0.0,Loyola University of Chicago,Loyola Academy ,Wilmette,Illinois,/players/d/dwanja01.html
Craig Dykema,1981,1982,1,1959-06-11,Small Forward,Forward,1.3,0.4,0.5,45.9,11.1,0.2,80.0,190.0,Right,0.0,"California State University, Long Beach",Lakewood ,Lakewood,California,/players/d/dykemcr01.html
Gene Dyker,1953,1954,1,1930-02-17,Small Forward,Forward,1.5,1.5,0.5,23.1,0.4,-0.3,78.0,225.0,Right,0.0,DePaul University,Saint Patrick ,Chicago,Illinois,/players/d/dykerge01.html
Jerome Dyson,2011,2012,1,1987-05-01,Point Guard,Guard,7.4,2.1,2.0,39.6,11.3,0.1,75.0,180.0,Right,0.0,University of Connecticut,Proctor Academy ,Andover,New Hampshire,/players/d/dysonje01.html
Ledell Eackles,1988,1998,10,1966-11-24,Shooting Guard,Guard,10.8,2.2,1.7,44.5,13.8,10.8,77.0,220.0,Right,0.0,University of New Orleans,Broadmoor ,Baton Rouge,Louisiana,/players/e/eacklle01.html
Jim Eakins,1968,1978,10,1946-05-24,Center,Center,10.8,7.3,1.8,50.4,16.5,57.5,83.0,215.0,Right,0.0,Brigham Young University,Encina ,Sacramento,California,/players/e/eakinji01.html
Acie Earl,1993,1997,4,1970-06-23,Center,Center,5.1,2.7,0.3,40.3,10.6,0.3,82.0,240.0,Right,0.0,University of Iowa,Moline ,Moline,Illinois,/players/e/earlac01.html
